Cluster number,HOUSEHOLD number,Number of HOUSEHOLD members,Number of eligible women in HH,Number of eligible men in HH,Number of de jure members,Number of de facto members,Number of children 5 and under,Region,Type of place of residence,Place of residence,Cluster altitude in meters,Source of drinking water,Time to get to water source,Type of toilet facility,Has electricity,Has radio,Has television,Has refrigerator,Main floor material,Main wall material,Main roof material,Rooms used for sleeping,Has a landline telephone,Share toilet with other households,Type of cooking fuel,Have bednet for sleeping,Anything done to water to make safe to drink,Water usually treated by: boil,Water usually treated by: add bleach/chlorine,Water usually treated by: strain through a cloth,Water usually treated by: use water filter,Water usually treated by: solar disinfection,Water usually treated by: let it stand and settle,Water usually treated by: other,Number of households sharing toilet,Wealth index,Wealth index factor score (5 decimals),Mainland/Zanzibar,Who provides water at main source,Paraffin lamp,Iron,Main source of energy for lighting,How far is the nearest market place (kilometers),How many meals per day,How far is the nearest health facility
63,205,5,2,0,5,5,1,Tanga,Rural,Countryside,327,River/dam/lake/ponds/stream/canal/irirgation channel,60,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No,No,Wood,Yes,Yes,Yes,No,Yes,No,No,No,No, ,Poorest,-87000,Mainland rural, ,No,No,Paraffin-wick lamp,15,2,2
63,217,4,3,0,4,4,1,Tanga,Rural,Countryside,327,Public tap/standpipe,30,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No,No,Wood,No,Yes,No,No,Yes,No,No,No,No, ,Poorest,-87000,Mainland rural,Authority,No,No,Paraffin-wick lamp,15,3,2
63,228,5,2,0,5,5,2,Tanga,Rural,Countryside,327,River/dam/lake/ponds/stream/canal/irirgation channel,30,Pit latrine - with slab,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,2,No,No,Wood,Yes,Yes,Yes,No,Yes,No,No,Yes,No, ,Middle,-41000,Mainland rural, ,Yes,No,Paraffin-wick lamp,15,3,2
63,240,3,1,0,3,3,0,Tanga,Rural,Countryside,327,Public tap/standpipe,40,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No,No,Wood,Yes,Yes,Yes,No,No,No,No,No,No, ,Poorer,-79000,Mainland rural,Authority,Yes,No,Paraffin-wick lamp,15,3,4
65,315,2,0,0,2,2,0,Tanga,Rural,Countryside,214,Open public well,90,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No,No,Wood,Yes,Yes,Yes,No,No,No,No,Yes,No, ,Poorer,-67000,Mainland rural, ,Yes,No,Paraffin-wick lamp,20,3,12
65,332,2,0,2,2,2,0,Tanga,Rural,Countryside,214,Neighbour borehole,60,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Poorest,-83000,Mainland rural, ,No,No,Paraffin-wick lamp,26,3,8
65,349,10,2,0,10,10,1,Tanga,Rural,Countryside,214,Open public well,30,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No,No,Wood,Yes,Yes,Yes,Yes,No,No,No,No,No, ,Poorer,-61000,Mainland rural, ,No,Yes,Paraffin-wick lamp,20,3,1
65,365,1,0,0,1,1,0,Tanga,Rural,Countryside,214,Open public well,5,No facility/bush/field,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No, ,Wood,No,No,No,No,No,No,No,No,No, ,Poorest,-87000,Mainland rural, ,No,No,Firewood,30,3,7
66,175,6,2,1,6,6,1,Tanga,Rural,Countryside,506,Open public well,20,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,3,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-20000,Mainland rural, ,Yes,Yes,Paraffin-hurricane lamp,11,3,6
66,257,7,5,0,3,6,0,Tanga,Rural,Countryside,506,Open public well,90,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No,Yes,Wood,No,Yes,Yes,No,No,No,No,Yes,No,8,Poorest,-86000,Mainland rural, ,No,No,Paraffin-wick lamp,11,2,11
66,273,7,1,1,7,7,2,Tanga,Rural,Countryside,506,Open public well,30,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorer,-69000,Mainland rural, ,No,Yes,Paraffin-wick lamp,11,3,4
66,306,7,2,0,7,7,1,Tanga,Rural,Countryside,506,River/dam/lake/ponds/stream/canal/irirgation channel,30,Pit latrine - without slab / open pit,No,Yes,Yes,No,Cement,Poles and mud,Iron sheets,3,No,Yes,Wood,Yes,Yes,No,No,No,No,No,Yes,No,2,Richer,24000,Mainland rural, ,Yes,No,Paraffin-wick lamp,4,3,4
66,322,6,1,0,6,5,1,Tanga,Rural,Countryside,506,River/dam/lake/ponds/stream/canal/irirgation channel,60,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,2,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,4,Poorer,-68000,Mainland rural, ,No,No,Paraffin-wick lamp,4,3,4
66,338,6,1,0,6,6,1,Tanga,Rural,Countryside,506,River/dam/lake/ponds/stream/canal/irirgation channel,40,Pit latrine - without slab / open pit,No,Yes,No,No,Cement,Poles and mud,Iron sheets,3,No,Yes,Wood,Yes,Yes,No,No,No,No,No,Yes,No,3,Richer,12000,Mainland rural, ,Yes,No,Paraffin-hurricane lamp,11,3,4
66,355,7,0,0,7,7,0,Tanga,Rural,Countryside,506,River/dam/lake/ponds/stream/canal/irirgation channel,45,Pit latrine - without slab / open pit,No,No,No,No,Cement,Poles and mud,Iron sheets,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-27000,Mainland rural, ,Yes,No,Paraffin-wick lamp,6,3,4
68,275,1,0,1,1,1,0,Tanga,Rural,Countryside,80,Neighbour tap,10,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Middle,-45000,Mainland rural, ,Yes,No,Paraffin-hurricane lamp,20,2,1
69,331,1,0,0,1,1,0,Tanga,Rural,Countryside,323,Neighbour tap,10,Pit latrine - with slab,No,No,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,1,No,Yes,Wood,No,No,No,No,No,No,No,No,No,3,Middle,-56000,Mainland rural, ,No,No,Paraffin-wick lamp,24,3,2
69,357,2,1,0,2,1,0,Tanga,Rural,Countryside,323,Neighbour tap,10,Pit latrine - without slab / open pit,No,Yes,No,No,Cement,Poles and mud,Iron sheets,1,No,Yes,Charcoal,Yes,Yes,Yes,No,Yes,No,No,Yes,No,7,Richer,27000,Mainland rural, ,Yes,No,Paraffin-wick lamp,24,3,2
69,409,1,0,0,1,1,0,Tanga,Rural,Countryside,323,Protected public well,15,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,1,No,Yes,Charcoal,No,No,No,No,No,No,No,No,No,2,Middle,-30000,Mainland rural, ,No,No,Paraffin-wick lamp,24,3,2
69,434,1,0,1,1,1,0,Tanga,Rural,Countryside,323,Neighbour tap,10,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,1,No,Yes,Wood,No,No,No,No,No,No,No,No,No,7,Middle,-47000,Mainland rural, ,Yes,No,Paraffin-wick lamp,24,3,2
69,460,1,0,0,1,1,0,Tanga,Rural,Countryside,323,Open public well,45,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No,Yes,Wood,No,No,No,No,No,No,No,No,No,2,Poorer,-59000,Mainland rural, ,Yes,No,Paraffin-hurricane lamp,24,3,2
69,486,3,0,0,3,1,0,Tanga,Rural,Countryside,323,Neighbour tap,30,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No, ,Wood,No,Yes,No,No,Yes,No,No,No,No, ,Poorer,-80000,Mainland rural, ,No,No,Paraffin-wick lamp,24,2,2
69,512,3,0,0,3,2,0,Tanga,Rural,Countryside,323,Neighbour tap,5,Flush - to pit latrine,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-21000,Mainland rural, ,Yes,No,Paraffin-wick lamp,24,3,2
69,537,9,1,0,7,9,0,Tanga,Rural,Countryside,323,Public tap/standpipe,15,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,3,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorer,-62000,Mainland rural,Authority,No,No,Paraffin-wick lamp,24,3,2
69,563,2,1,0,2,1,0,Tanga,Rural,Countryside,323,Neighbour tap,30,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,1,No,Yes,Wood,No,No,No,No,No,No,No,No,No,4,Middle,-45000,Mainland rural, ,Yes,No,Paraffin-wick lamp,24,3,2
71,184,1,0,1,1,1,0,Tanga,Rural,Countryside,406,Tanker truck,45,Pit latrine - with slab,Yes,Yes,Yes,No,Cement,Baked bricks,Iron sheets,1,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,4,Richest,141000,Mainland rural, ,No,No,Electricity,2,3,2
72,219,4,0,0,4,4,0,Tanga,Rural,Countryside,792,River/dam/lake/ponds/stream/canal/irirgation channel,15,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,2,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,4,Middle,-46000,Mainland rural, ,Yes,No,Paraffin-wick lamp,36,3,36
72,271,7,1,0,7,5,0,Tanga,Rural,Countryside,792,River/dam/lake/ponds/stream/canal/irirgation channel,60,No facility/bush/field,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No, ,Wood,No,Yes,Yes,No,No,No,No,No,No, ,Poorer,-77000,Mainland rural, ,No,Yes,Paraffin-wick lamp,51,3,24
72,341,5,1,1,4,5,0,Tanga,Rural,Countryside,792,River/dam/lake/ponds/stream/canal/irirgation channel,15,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No,Yes,Wood,Yes,Yes,Yes,No,No,No,No,No,No,3,Poorer,-72000,Mainland rural, ,No,No,Paraffin-wick lamp,36,3,36
72,376,7,1,0,7,7,2,Tanga,Rural,Countryside,792,River/dam/lake/ponds/stream/canal/irirgation channel,30,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No,Yes,Wood,Yes,Yes,Yes,No,No,No,No,No,No,7,Poorest,-92000,Mainland rural, ,No,No,Paraffin-wick lamp,36,3,10
81,258,11,2,2,11,10,3,Morogoro,Rural,Countryside,1379,River/dam/lake/ponds/stream/canal/irirgation channel,10,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,3,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Poorest,-97000,Mainland rural, ,No,No,Paraffin-wick lamp,50,2,10
81,285,4,1,0,4,4,2,Morogoro,Rural,Countryside,1379,River/dam/lake/ponds/stream/canal/irirgation channel,15,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No,Yes,Wood,No,No,No,No,No,No,No,No,No,3,Poorest,-100000,Mainland rural, ,No,No,Paraffin-wick lamp,66,2,13
86,288,7,1,0,7,7,2,Morogoro,Rural,Countryside,300,Neighbour tap,10,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Sun-dried bricks,Iron sheets,3,No,No,Wood,Yes,Yes,No,Yes,No,No,No,No,No, ,Richer,-16000,Mainland rural, ,Yes,No,Paraffin-hurricane lamp,150,3,1
86,304,5,1,0,4,5,0,Morogoro,Rural,Countryside,300,Public tap/standpipe,5,Pit latrine - ventilated improved pit (VIP),No,Yes,No,No,Cement,Baked bricks,Iron sheets,3,No,No,Wood,Yes,Yes,No,No,No,No,No,Yes,No, ,Richer,58000,Mainland rural,Authority,Yes,Yes,Paraffin-hurricane lamp,150,3,2
86,320,4,1,1,4,4,0,Morogoro,Rural,Countryside,300,Public tap/standpipe,3,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Richer,-16000,Mainland rural,Authority,Yes,No,Paraffin-hurricane lamp,150,2,1
86,336,4,1,0,4,4,0,Morogoro,Rural,Countryside,300,Public tap/standpipe,10,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Baked bricks,Grass/thatch/mud,2,No,No,Wood,Yes,Yes,No,No,No,No,No,Yes,No, ,Poorest,-85000,Mainland rural,Authority,No,No,Paraffin-wick lamp,150,3,1
86,353,7,1,0,7,7,2,Morogoro,Rural,Countryside,300,Public tap/standpipe,30,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Baked bricks,Grass/thatch/mud,4,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Richer,-16000,Mainland rural,Authority,Yes,Yes,Paraffin-hurricane lamp,150,2,3
99,296,8,2,0,7,8,0,Pwani,Rural,Countryside,105,Neighbour tap,10,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,3,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-44000,Mainland rural, ,Yes,No,Paraffin-wick lamp,5,3,3
99,311,1,0,0,1,1,0,Pwani,Rural,Countryside,105,Public tap/standpipe,5,Pit latrine - without slab / open pit,No,Yes,No,No,Cement,Poles and mud,Iron sheets,3,No,Yes,Kerosene,No,No,No,No,No,No,No,No,No,3,Richer,17000,Mainland rural,Authority,No,No,Paraffin-wick lamp,4,3,2
99,326,1,0,0,1,1,0,Pwani,Rural,Countryside,105,Neighbour tap,5,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,3,No,Yes,Wood,No,No,No,No,No,No,No,No,No,2,Middle,-57000,Mainland rural, ,No,No,Paraffin-wick lamp,5,3,2
137,163,5,1,0,4,5,1,Lindi,Rural,Countryside,14,Open public well,10,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,3,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-56000,Mainland rural, ,Yes,No,Paraffin-hurricane lamp,0,2,1
156,237,5,1,0,5,4,2,Mtwara,Rural,Countryside,7,River/dam/lake/ponds/stream/canal/irirgation channel,8,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,3,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-91000,Mainland rural, ,No,No,Paraffin-wick lamp,10,1,15
156,299,7,2,0,7,7,2,Mtwara,Rural,Countryside,7,River/dam/lake/ponds/stream/canal/irirgation channel,10,No facility/bush/field,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,3,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-82000,Mainland rural, ,No,No,Paraffin-wick lamp,6,2,12
156,319,4,1,0,4,4,0,Mtwara,Rural,Countryside,7,River/dam/lake/ponds/stream/canal/irirgation channel,2,No facility/bush/field,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-88000,Mainland rural, ,No,No,Paraffin-wick lamp,10,3,15
156,361,4,1,0,4,3,1,Mtwara,Rural,Countryside,7,Open public well,0,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-101000,Mainland rural, ,No,No,Paraffin-wick lamp,10,2,15
156,381,6,1,0,6,6,1,Mtwara,Rural,Countryside,7,Open public well,8,No facility/bush/field,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-81000,Mainland rural, ,No,No,Paraffin-wick lamp,10,3,15
156,402,4,1,1,4,4,0,Mtwara,Rural,Countryside,7,River/dam/lake/ponds/stream/canal/irirgation channel,30,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-94000,Mainland rural, ,No,No,Paraffin-wick lamp,10,2,15
156,423,3,1,0,3,3,0,Mtwara,Rural,Countryside,7,River/dam/lake/ponds/stream/canal/irirgation channel,8,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,2,Poorest,-84000,Mainland rural, ,No,No,Paraffin-wick lamp,6,3,10
162,297,3,1,1,3,3,1,Mtwara,Rural,Countryside,419,Open public well,45,No facility/bush/field,No,Yes,No,No,"Earth, sand, dung",Sun-dried bricks,Grass/thatch/mud,1,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorer,-60000,Mainland rural, ,Yes,No,Paraffin-hurricane lamp,21,2,3
163,312,2,1,0,2,2,1,Mtwara,Rural,Countryside,320,Open public well,30,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Sun-dried bricks,Grass/thatch/mud,1,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-94000,Mainland rural, ,No,No,Paraffin-wick lamp,18,2,4
163,327,5,1,0,5,5,1,Mtwara,Rural,Countryside,320,Open public well,30,Pit latrine - with slab,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No,Yes,Wood,Yes,Yes,Yes,No,No,No,No,No,No,3,Poorer,-72000,Mainland rural, ,No,No,Other,18,2,4
164,211,7,1,0,7,7,1,Mtwara,Rural,Countryside,324,River/dam/lake/ponds/stream/canal/irirgation channel,45,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Baked bricks,Grass/thatch/mud,3,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-83000,Mainland rural, ,No,No,Paraffin-wick lamp,16,3,0
165,324,6,1,0,6,5,1,Mtwara,Rural,Countryside,313,Open public well,30,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Sun-dried bricks,Grass/thatch/mud,2,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorer,-71000,Mainland rural, ,Yes,No,Paraffin-hurricane lamp,15,2,15
165,346,2,0,0,2,2,0,Mtwara,Rural,Countryside,313,Open public well,45,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Sun-dried bricks,Grass/thatch/mud,2,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Poorest,-83000,Mainland rural, ,No,No,Paraffin-wick lamp,10,2,10
165,390,3,1,0,3,3,0,Mtwara,Rural,Countryside,313,River/dam/lake/ponds/stream/canal/irirgation channel,60,Pit latrine - with slab,No,Yes,No,No,"Earth, sand, dung",Sun-dried bricks,Iron sheets,1,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorer,-59000,Mainland rural, ,No,No,Paraffin-wick lamp,12,2,12
165,455,2,1,0,2,2,0,Mtwara,Rural,Countryside,313,Public tap/standpipe,30,Pit latrine - with slab,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Poorer,-71000,Mainland rural,Authority,Yes,No,Other,10,3,2
165,477,4,0,0,4,3,1,Mtwara,Rural,Countryside,313,Protected public well,10,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Poorest,-91000,Mainland rural, ,No,No,Firewood,12,1,3
174,264,2,0,0,2,2,0,Ruvuma,Rural,Countryside,467,Open public well,30,Pit latrine - with slab,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No,Yes,Wood,Yes,Yes,Yes,No,No,No,No,No,No,2,Poorer,-75000,Mainland rural, ,No,No,Paraffin-wick lamp,65,2,6
174,277,4,0,0,4,4,0,Ruvuma,Rural,Countryside,467,Spring,20,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Poorest,-83000,Mainland rural, ,No,No,Firewood,65,3,8
192,287,5,2,0,4,5,1,Iringa,Rural,Countryside,1770,Neighbour borehole,60,Flush - to septic tank,No,Yes,No,No,Cement,Baked bricks,Iron sheets,3,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,2,Richest,87000,Mainland rural, ,Yes,Yes,Paraffin-hurricane lamp,0,3,0
195,375,8,2,0,8,7,0,Iringa,Rural,Countryside,1890,Piped into dwelling,0,Pit latrine - without slab / open pit,Yes,Yes,Yes,No,Cement,Baked bricks,Iron sheets,4,No,No,Wood,Yes,Yes,Yes,No,No,No,No,No,No, ,Richest,228000,Mainland rural,Private Operator,Yes,Yes,Electricity,20,3,1
199,290,4,0,0,4,4,0,Iringa,Rural,Countryside,1535,River/dam/lake/ponds/stream/canal/irirgation channel,5,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Poorest,-81000,Mainland rural, ,No,No,Other,22,2,8
201,210,3,0,0,3,3,0,Iringa,Rural,Countryside,1606,Open public well,60,Pit latrine - with slab,No,No,No,No,"Earth, sand, dung",Sun-dried bricks,Grass/thatch/mud,2,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Poorer,-68000,Mainland rural, ,No,No,Candles,12,2,1
201,233,3,1,0,3,3,1,Iringa,Rural,Countryside,1606,Open public well,15,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Baked bricks,Grass/thatch/mud,1,No,Yes,Wood,Yes,Yes,Yes,No,No,No,No,No,No,2,Middle,-40000,Mainland rural, ,Yes,No,Paraffin-hurricane lamp,12,2,1
214,352,1,1,0,1,1,0,Mbeya,Rural,Countryside,524,Public tap/standpipe,15,Pit latrine - ventilated improved pit (VIP),No,No,No,No,Cement,Baked bricks,Iron sheets,1,No,Yes,Charcoal,No,No,No,No,No,No,No,No,No,7,Richer,72000,Mainland rural,Authority,Yes,No,Paraffin-hurricane lamp,0,3,0
214,369,7,2,0,7,6,1,Mbeya,Rural,Countryside,524,Neighbour tap,15,Flush - to pit latrine,No,Yes,Yes,No,Cement,Baked bricks,Iron sheets,4,No,No,Charcoal,Yes,Yes,Yes,No,No,No,No,Yes,No, ,Richest,160000,Mainland rural, ,Yes,Yes,Paraffin-hurricane lamp,0,3,0
217,261,4,1,0,4,4,1,Mbeya,Rural,Countryside,1850,Neighbour tap,10,Pit latrine - with slab,No,Yes,No,No,Cement,Sun-dried bricks,Iron sheets,3,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Richer,24000,Mainland rural, ,Yes,No,Paraffin-hurricane lamp,0,3,0
217,279,4,1,0,4,3,2,Mbeya,Rural,Countryside,1850,Public tap/standpipe,15,Pit latrine - without slab / open pit,No,Yes,No,No,Cement,Cement blocks,Iron sheets,2,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Richer,36000,Mainland rural,Authority,Yes,No,Paraffin-hurricane lamp,1,3,1
217,314,4,1,0,4,4,1,Mbeya,Rural,Countryside,1850,Piped to yard/plot,0,Flush - to pit latrine,Yes,Yes,Yes,No,Cement,Baked bricks,Iron sheets,1,No,Yes,Charcoal,Yes,Yes,Yes,No,No,No,No,Yes,No,3,Richest,168000,Mainland rural,Authority,No,No,Electricity,1,3,2
217,366,8,1,0,8,8,2,Mbeya,Rural,Countryside,1850,Open public well,30,Pit latrine - without slab / open pit,No,Yes,Yes,No,Cement,Cement blocks,Iron sheets,3,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Richer,64000,Mainland rural, ,Yes,No,Paraffin-hurricane lamp,1,3,3
217,384,3,1,0,3,3,1,Mbeya,Rural,Countryside,1850,Public tap/standpipe,30,Pit latrine - without slab / open pit,No,No,No,No,Cement,Sun-dried bricks,Iron sheets,1,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-27000,Mainland rural,dunno,No,No,Paraffin-wick lamp,2,3,1
238,300,3,0,0,3,3,0,Singida,Rural,Countryside,1073,Public tap/standpipe,20,Pit latrine - with slab,No,Yes,No,No,"Earth, sand, dung",Sun-dried bricks,Grass/thatch/mud,2,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Poorer,-68000,Mainland rural,Authority,No,No,Paraffin-wick lamp,36,2,2
238,360,4,1,0,4,4,0,Singida,Rural,Countryside,1073,Public tap/standpipe,90,Pit latrine - with slab,No,Yes,No,No,"Earth, sand, dung",Sun-dried bricks,Iron sheets,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-41000,Mainland rural,Authority,No,No,Paraffin-wick lamp,33,2,2
238,380,5,1,1,5,5,1,Singida,Rural,Countryside,1073,Public tap/standpipe,60,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Sun-dried bricks,Iron sheets,3,No, ,Wood,Yes,Yes,Yes,No,No,No,No,No,No, ,Poorer,-64000,Mainland rural,Authority,No,No,Paraffin-wick lamp,34,3,2
238,400,1,0,0,1,1,0,Singida,Rural,Countryside,1073,Public tap/standpipe,20,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Sun-dried bricks,Grass/thatch/mud,1,No,Yes,Wood,No,No,No,No,No,No,No,No,No,2,Poorest,-90000,Mainland rural,Authority,No,No,Paraffin-wick lamp,34,2,0
254,305,5,1,0,5,5,1,Tabora,Rural,Countryside,1261,Open public well,15,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No,Yes,Wood,No,No,No,No,No,No,No,No,No,2,Poorest,-89000,Mainland rural, ,No,No,Other,52,3,15
254,373,15,4,0,15,15,3,Tabora,Rural,Countryside,1261,Neighbour borehole,15,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,5,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-81000,Mainland rural, ,No,No,Paraffin-wick lamp,69,3,19
279,270,10,2,0,10,10,1,Kigoma,Urban,Small city,798,Protected public well,120,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,3,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Poorer,-74000,Mainland urban, ,No,No,Paraffin-wick lamp,2,3,5
279,371,5,1,0,5,5,1,Kigoma,Urban,Small city,798,Spring,60,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Sun-dried bricks,Iron sheets,4,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-46000,Mainland urban, ,Yes,No,Paraffin-wick lamp,3,3,2
