Cluster number,HOUSEHOLD number,Number of HOUSEHOLD members,Number of eligible women in HH,Number of eligible men in HH,Number of de jure members,Number of de facto members,Number of children 5 and under,Region,Type of place of residence,Place of residence,Cluster altitude in meters,Source of drinking water,Time to get to water source,Type of toilet facility,Has electricity,Has radio,Has television,Has refrigerator,Main floor material,Main wall material,Main roof material,Rooms used for sleeping,Has a landline telephone,Share toilet with other households,Type of cooking fuel,Have bednet for sleeping,Anything done to water to make safe to drink,Water usually treated by: boil,Water usually treated by: add bleach/chlorine,Water usually treated by: strain through a cloth,Water usually treated by: use water filter,Water usually treated by: solar disinfection,Water usually treated by: let it stand and settle,Water usually treated by: other,Number of households sharing toilet,Wealth index,Wealth index factor score (5 decimals),Mainland/Zanzibar,Who provides water at main source,Paraffin lamp,Iron,Main source of energy for lighting,How far is the nearest market place (kilometers),How many meals per day,How far is the nearest health facility
2,79,4,1,0,4,4,1,Dodoma,Urban,Small city,1117,Neighbour tap,10,Pit latrine - ventilated improved pit (VIP),No,No,No,No,Cement,Sun-dried bricks,Iron sheets,2,No,Yes,Charcoal,Yes,Yes,Yes,No,No,No,No,No,No,2,Richer,57000,Mainland urban, ,Yes,No,Paraffin-hurricane lamp,4,3,1
2,88,3,0,1,3,3,0,Dodoma,Urban,Small city,1117,Piped into dwelling,0,Flush - to septic tank,Yes,No,No,No,Cement,Cement blocks,Iron sheets,3,No,Yes,Charcoal,Yes,Yes,Yes,No,No,No,No,No,No,5,Richest,195000,Mainland urban,Authority,Yes,Yes,Electricity,4,3,4
3,12,6,1,0,6,6,2,Dodoma,Rural,Countryside,1278,Public tap/standpipe,30,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,2,No,No,Wood,Yes,Yes,Yes,No,No,No,No,No,No, ,Middle,-27000,Mainland rural,Authority,Yes,No,Paraffin-hurricane lamp,51,3,3
3,57,8,2,1,8,8,1,Dodoma,Rural,Countryside,1278,Public tap/standpipe,60,Pit latrine - without slab / open pit,Yes,Yes,No,No,Cement,Baked bricks,Iron sheets,3,No,No,Wood,Yes,Yes,Yes,No,No,No,No,No,No, ,Richest,95000,Mainland rural,CBO/NGO,Yes,Yes,Solar,52,3,3
3,68,4,0,0,4,4,0,Dodoma,Rural,Countryside,1278,Public tap/standpipe,90,Pit latrine - without slab / open pit,No,Yes,No,No,Cement,Baked bricks,Iron sheets,2,No,No,Wood,No,Yes,Yes,No,No,No,No,No,No, ,Richer,36000,Mainland rural,Authority,Yes,Yes,Paraffin-hurricane lamp,51,2,3
3,90,8,1,1,8,7,2,Dodoma,Rural,Countryside,1278,River/dam/lake/ponds/stream/canal/irirgation channel,60,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,3,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-20000,Mainland rural, ,Yes,No,Paraffin-hurricane lamp,56,3,4
3,113,2,0,0,2,2,0,Dodoma,Rural,Countryside,1278,River/dam/lake/ponds/stream/canal/irirgation channel,30,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,2,No, ,Charcoal,No,No,No,No,No,No,No,No,No, ,Middle,-33000,Mainland rural, ,No,No,Paraffin-wick lamp,54,2,4
3,124,5,1,1,5,5,3,Dodoma,Rural,Countryside,1278,Spring,120,Pit latrine - without slab / open pit,No,Yes,No,No,Cement,Baked bricks,Iron sheets,1,9,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Richer,25000,Mainland rural, ,Yes,No,Solar,54,3,4
3,135,5,1,0,5,5,2,Dodoma,Rural,Countryside,1278,Neighbour open well,60,Pit latrine - without slab / open pit,No,No,No,No,Cement,Baked bricks,Iron sheets,3,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,2,Middle,-24000,Mainland rural, ,No,No,Paraffin-wick lamp,51,2,2
3,146,3,0,0,3,3,0,Dodoma,Rural,Countryside,1278,Public tap/standpipe,40,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Sun-dried bricks,Iron sheets,2,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Poorer,-66000,Mainland rural,Authority,No,No,Paraffin-wick lamp,50,2,2
3,157,8,2,1,8,8,3,Dodoma,Rural,Countryside,1278,River/dam/lake/ponds/stream/canal/irirgation channel,90,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-47000,Mainland rural, ,Yes,No,Paraffin-wick lamp,51,3,3
3,169,4,1,0,4,4,1,Dodoma,Rural,Countryside,1278,Public tap/standpipe,20,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,3,No,No,Wood,Yes,Yes,Yes,No,No,No,No,No,No, ,Middle,-43000,Mainland rural,Authority,No,No,Paraffin-wick lamp,52,3,3
3,180,2,0,0,2,2,0,Dodoma,Rural,Countryside,1278,Public tap/standpipe,20,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Sun-dried bricks,Iron sheets,1,No,No,Wood,No,Yes,Yes,No,No,No,No,No,No, ,Poorer,-68000,Mainland rural,Authority,No,No,Paraffin-wick lamp,50,1,3
3,191,4,1,1,4,4,2,Dodoma,Rural,Countryside,1278,Open public well,30,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,1,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-43000,Mainland rural, ,No,No,Paraffin-hurricane lamp,51,3,2
3,202,1,0,0,1,1,0,Dodoma,Rural,Countryside,1278,Spring,60,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Sun-dried bricks,Iron sheets,1,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Poorer,-70000,Mainland rural, ,No,No,Paraffin-wick lamp,52,3,3
3,213,2,0,0,2,2,0,Dodoma,Rural,Countryside,1278,Public tap/standpipe,60,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Sun-dried bricks,Grass/thatch/mud,1,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Poorest,-86000,Mainland rural,Authority,No,No,Firewood,52,2,3
3,224,3,0,0,3,3,0,Dodoma,Rural,Countryside,1278,Public tap/standpipe,45,Pit latrine - with slab,No,Yes,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Richer,-3000,Mainland rural,Authority,Yes,No,Paraffin-hurricane lamp,52,3,4
3,236,5,0,0,5,3,0,Dodoma,Rural,Countryside,1278,Spring,30,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,3,No,No,Wood,Yes,Yes,Yes,No,No,No,No,No,No, ,Middle,-24000,Mainland rural, ,Yes,No,Paraffin-hurricane lamp,51,2,3
3,246,3,1,0,3,3,1,Dodoma,Rural,Countryside,1278,Public tap/standpipe,60,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,2,No,Yes,Wood,Yes,Yes,Yes,No,No,No,No,No,No,2,Middle,-50000,Mainland rural,Authority,No,No,Paraffin-wick lamp,51,3,3
4,42,2,1,0,2,2,0,Dodoma,Rural,Countryside,1348,Public tap/standpipe,60,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,1,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,2,Poorer,-58000,Mainland rural,Authority,No,No,Paraffin-wick lamp,37,3,11
4,72,4,1,1,4,4,2,Dodoma,Rural,Countryside,1348,Public tap/standpipe,60,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Sun-dried bricks,Grass/thatch/mud,1,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-89000,Mainland rural,CBO/NGO,No,No,Paraffin-wick lamp,37,3,11
4,102,9,2,0,9,6,1,Dodoma,Rural,Countryside,1348,Public tap/standpipe,30,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Baked bricks,Grass/thatch/mud,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-82000,Mainland rural,Authority,No,No,Paraffin-wick lamp,37,2,11
4,117,10,2,1,8,10,2,Dodoma,Rural,Countryside,1348,Public tap/standpipe,120,Pit latrine - with slab,No,Yes,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,3,No,No,99,Yes,No,No,No,No,No,No,No,No, ,Richer,24000,Mainland rural,Authority,Yes,Yes,Firewood,37,3,11
4,132,3,1,0,3,2,1,Dodoma,Rural,Countryside,1348,Public tap/standpipe,40,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Sun-dried bricks,Iron sheets,1,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,3,Poorer,-63000,Mainland rural,CBO/NGO,Yes,No,Paraffin-wick lamp,37,3,11
4,147,3,0,0,3,3,0,Dodoma,Rural,Countryside,1348,Public tap/standpipe,40,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,3,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Poorer,-58000,Mainland rural,Authority,No,No,Paraffin-wick lamp,37,3,11
4,162,3,1,1,3,3,1,Dodoma,Rural,Countryside,1348,Public tap/standpipe,60,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,1,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorer,-62000,Mainland rural,Authority,No,No,Paraffin-wick lamp,37,3,11
4,178,4,1,0,4,4,2,Dodoma,Rural,Countryside,1348,Public tap/standpipe,20,Pit latrine - without slab / open pit,No,Yes,No,No,Cement,Baked bricks,Iron sheets,1,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Richer,-3000,Mainland rural,Authority,Yes,No,Paraffin-wick lamp,37,3,11
4,208,3,0,0,3,2,0,Dodoma,Rural,Countryside,1348,River/dam/lake/ponds/stream/canal/irirgation channel,40,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,2,No,No,Wood,No,Yes,No,No,Yes,No,No,No,No, ,Poorer,-63000,Mainland rural, ,No,No,Paraffin-wick lamp,37,3,11
4,223,3,1,0,3,2,1,Dodoma,Rural,Countryside,1348,Public tap/standpipe,30,Flush - to pit latrine,No,Yes,No,No,Cement,Baked bricks,Iron sheets,2,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,2,Richest,109000,Mainland rural,Authority,Yes,Yes,Paraffin-hurricane lamp,37,3,11
4,238,4,0,0,4,4,2,Dodoma,Rural,Countryside,1348,Public tap/standpipe,160,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,1,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorer,-60000,Mainland rural,Authority,No,No,Paraffin-wick lamp,39,3,11
4,253,8,2,1,8,8,2,Dodoma,Rural,Countryside,1348,Public tap/standpipe,120,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,3,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-51000,Mainland rural,Authority,No,No,Paraffin-wick lamp,37,3,11
4,268,5,0,0,4,5,0,Dodoma,Rural,Countryside,1348,River/dam/lake/ponds/stream/canal/irirgation channel,60,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,2,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Middle,-49000,Mainland rural, ,No,No,Paraffin-wick lamp,37,3,11
4,283,3,1,0,3,3,1,Dodoma,Rural,Countryside,1348,Public tap/standpipe,60,No facility/bush/field,No,Yes,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,1,No, ,Wood,Yes,Yes,No,No,Yes,No,No,No,No, ,Middle,-35000,Mainland rural,CBO/NGO,Yes,No,Paraffin-hurricane lamp,37,2,11
4,298,11,3,1,11,11,3,Dodoma,Rural,Countryside,1348,Public tap/standpipe,60,OTHER,No,No,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,2,No,Yes,Wood,Yes,Yes,Yes,No,No,No,No,No,No,3,Middle,-49000,Mainland rural,Authority,No,No,Paraffin-wick lamp,37,2,11
4,313,8,1,0,8,7,2,Dodoma,Rural,Countryside,1348,Protected public well,90,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,2,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,2,Middle,-46000,Mainland rural, ,No,No,Paraffin-wick lamp,37,2,11
4,328,10,2,0,10,10,2,Dodoma,Rural,Countryside,1348,Public tap/standpipe,15,Pit latrine - without slab / open pit,No,Yes,No,No,Cement,Baked bricks,Iron sheets,4,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Richer,-3000,Mainland rural,Authority,No,No,Paraffin-wick lamp,37,2,11
5,14,2,0,0,2,2,0,Dodoma,Rural,Countryside,930,River/dam/lake/ponds/stream/canal/irirgation channel,180,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Sun-dried bricks,Iron sheets,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorer,-61000,Mainland rural, ,No,No,Paraffin-wick lamp,77,2,10
5,33,2,1,0,2,2,1,Dodoma,Rural,Countryside,930,River/dam/lake/ponds/stream/canal/irirgation channel,180,No facility/bush/field,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-92000,Mainland rural, ,No,No,Other,77,2,10
5,91,6,1,1,6,5,2,Dodoma,Rural,Countryside,930,River/dam/lake/ponds/stream/canal/irirgation channel,240,No facility/bush/field,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No, ,Wood,No,No,No,No,No,No,No,No,No, ,Poorest,-92000,Mainland rural, ,No,No,Other,77,2,10
5,110,6,1,0,6,6,2,Dodoma,Rural,Countryside,930,River/dam/lake/ponds/stream/canal/irirgation channel,180,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-101000,Mainland rural, ,No,No,Firewood,77,2,10
5,148,7,0,0,7,7,0,Dodoma,Rural,Countryside,930,River/dam/lake/ponds/stream/canal/irirgation channel,240,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,2,Poorest,-83000,Mainland rural, ,No,No,Other,77,2,4
5,167,5,1,0,5,5,1,Dodoma,Rural,Countryside,930,River/dam/lake/ponds/stream/canal/irirgation channel,180,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No,Yes,Wood,No,No,No,No,No,No,No,No,No,4,Poorest,-99000,Mainland rural, ,No,No,Paraffin-wick lamp,88,2,9
5,187,7,1,0,7,7,2,Dodoma,Rural,Countryside,930,River/dam/lake/ponds/stream/canal/irirgation channel,180,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-96000,Mainland rural, ,No,No,Firewood,88,2,8
5,206,3,1,0,3,2,1,Dodoma,Rural,Countryside,930,River/dam/lake/ponds/stream/canal/irirgation channel,180,No facility/bush/field,No,Yes,No,No,"Earth, sand, dung",Sun-dried bricks,Grass/thatch/mud,1,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-88000,Mainland rural, ,No,No,Firewood,89,2,8
5,225,2,1,0,2,2,0,Dodoma,Rural,Countryside,930,River/dam/lake/ponds/stream/canal/irirgation channel,160,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No, ,Wood,No,No,No,No,No,No,No,No,No, ,Poorest,-97000,Mainland rural, ,No,No,Firewood,88,2,9
5,244,3,1,0,3,3,1,Dodoma,Rural,Countryside,930,River/dam/lake/ponds/stream/canal/irirgation channel,180,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No, ,Wood,No,No,No,No,No,No,No,No,No, ,Poorest,-99000,Mainland rural, ,No,No,Other,88,2,9
5,263,6,1,1,6,6,2,Dodoma,Rural,Countryside,930,River/dam/lake/ponds/stream/canal/irirgation channel,60,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-87000,Mainland rural, ,Yes,No,Firewood,88,2,9
5,302,3,1,0,3,3,1,Dodoma,Rural,Countryside,930,River/dam/lake/ponds/stream/canal/irirgation channel,60,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-91000,Mainland rural, ,No,No,Firewood,89,2,8
5,321,5,1,1,5,5,0,Dodoma,Rural,Countryside,930,River/dam/lake/ponds/stream/canal/irirgation channel,180,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,3,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,5,Poorer,-66000,Mainland rural, ,No,No,Other,88,2,8
5,340,6,1,0,6,6,2,Dodoma,Rural,Countryside,930,River/dam/lake/ponds/stream/canal/irirgation channel,180,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-101000,Mainland rural, ,No,No,Firewood,88,2,13
5,359,1,0,0,1,1,0,Dodoma,Rural,Countryside,930,River/dam/lake/ponds/stream/canal/irirgation channel,600,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No, ,Wood,No,No,No,No,No,No,No,No,No, ,Poorest,-95000,Mainland rural, ,No,No,Firewood,77,2,10
5,398,4,0,0,4,4,0,Dodoma,Rural,Countryside,930,River/dam/lake/ponds/stream/canal/irirgation channel,240,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-89000,Mainland rural, ,No,No,Firewood,88,2,10
5,417,8,1,0,8,8,3,Dodoma,Rural,Countryside,930,River/dam/lake/ponds/stream/canal/irirgation channel,180,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,2,Poorest,-93000,Mainland rural, ,No,No,Firewood,88,2,8
6,5,6,1,0,6,6,1,Dodoma,Rural,Countryside,1537,Open public well,60,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorer,-62000,Mainland rural, ,No,No,Paraffin-wick lamp,53,2,2
6,21,4,0,0,4,4,0,Dodoma,Rural,Countryside,1537,Open public well,240,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,2,No,No,Wood,Yes,Yes,Yes,No,No,No,No,No,No, ,Middle,-43000,Mainland rural, ,Yes,No,Paraffin-wick lamp,53,3,2
6,37,3,0,0,3,3,0,Dodoma,Rural,Countryside,1537,Open public well,60,Pit latrine - with slab,No,No,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,2,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Middle,-49000,Mainland rural, ,No,No,Paraffin-wick lamp,52,3,2
6,45,7,1,0,7,7,2,Dodoma,Rural,Countryside,1537,Open public well,30,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Cement blocks,Iron sheets,3,No,No,Wood,Yes,Yes,Yes,No,No,No,No,No,No, ,Middle,-44000,Mainland rural, ,No,No,Paraffin-wick lamp,51,3,3
6,53,5,1,0,5,5,2,Dodoma,Rural,Countryside,1537,Spring,10,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,1,No,Yes,Wood,Yes,Yes,Yes,No,No,No,No,No,No,2,Middle,-50000,Mainland rural, ,No,No,Paraffin-wick lamp,52,2,2
6,77,2,1,0,2,2,0,Dodoma,Rural,Countryside,1537,Open public well,60,Pit latrine - with slab,No,Yes,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,1,No,No,Wood,Yes,Yes,Yes,No,No,No,No,No,No, ,Middle,-27000,Mainland rural, ,No,Yes,Paraffin-wick lamp,52,3,2
6,85,3,0,0,3,3,1,Dodoma,Rural,Countryside,1537,Open public well,60,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",OTHER,Grass/thatch/mud,1,No,No,Wood,No,Yes,Yes,No,No,No,No,No,No, ,Poorer,-80000,Mainland rural, ,No,No,Other,53,2,2
6,118,7,1,0,7,7,1,Dodoma,Rural,Countryside,1537,Open public well,180,Pit latrine - without slab / open pit,No,Yes,No,No,Cement,Baked bricks,Iron sheets,4,No,No,Charcoal,Yes,Yes,Yes,No,No,No,No,No,No, ,Richer,71000,Mainland rural, ,Yes,Yes,Paraffin-hurricane lamp,53,3,3
6,126,4,0,0,4,4,1,Dodoma,Rural,Countryside,1537,Open public well,25,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,2,No,Yes,Wood,No,No,No,No,No,No,No,No,No,2,Middle,-48000,Mainland rural, ,No,No,Paraffin-wick lamp,51,2,2
6,134,6,1,1,6,6,3,Dodoma,Rural,Countryside,1537,Spring,20,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",OTHER,Grass/thatch/mud,2,No,No,Wood,Yes,Yes,Yes,No,No,No,No,No,No, ,Poorer,-80000,Mainland rural, ,No,No,Paraffin-wick lamp,56,3,4
6,142,6,1,0,6,6,3,Dodoma,Rural,Countryside,1537,Open public well,60,Pit latrine - with slab,No,No,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,2,No,No,Wood,Yes,Yes,Yes,No,No,No,No,No,No, ,Middle,-51000,Mainland rural, ,No,No,Paraffin-wick lamp,52,3,2
6,150,3,0,0,3,2,1,Dodoma,Rural,Countryside,1537,Public tap/standpipe,10,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,2,No,No,Wood,Yes,Yes,Yes,No,No,No,No,No,No, ,Richer,-4000,Mainland rural,9,Yes,No,Paraffin-hurricane lamp,51,3,2
6,158,5,2,1,5,5,1,Dodoma,Rural,Countryside,1537,Open public well,30,Pit latrine - with slab,No,No,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,4,No,No,Wood,Yes,Yes,No,Yes,No,No,No,No,No, ,Middle,-57000,Mainland rural, ,No,No,Paraffin-wick lamp,51,3,2
6,166,5,1,0,4,4,0,Dodoma,Rural,Countryside,1537,Open public well,10,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,2,No,No,Wood,Yes,Yes,Yes,No,No,No,No,No,Yes, ,Middle,-35000,Mainland rural, ,No,No,Paraffin-hurricane lamp,51,2,2
6,174,4,1,0,4,4,2,Dodoma,Rural,Countryside,1537,Open public well,60,Pit latrine - without slab / open pit,No,Yes,No,No,Cement,Baked bricks,Iron sheets,3,No,No,Wood,Yes,Yes,Yes,No,No,No,No,No,No, ,Richer,28000,Mainland rural, ,Yes,Yes,Paraffin-hurricane lamp,51,3,4
7,15,5,1,0,5,4,1,Dodoma,Rural,Countryside,1023,Public tap/standpipe,240,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Sun-dried bricks,Iron sheets,2,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,2,Poorer,-71000,Mainland rural,Authority,No,No,Paraffin-wick lamp,2,3,0
7,22,6,2,0,6,6,0,Dodoma,Rural,Countryside,1023,Public tap/standpipe,120,Pit latrine - without slab / open pit,Yes,Yes,No,No,Cement,OTHER,Iron sheets,3,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Richer,70000,Mainland rural,Private Operator,Yes,No,Electricity,2,2,1
7,30,8,2,0,6,8,2,Dodoma,Rural,Countryside,1023,Public tap/standpipe,180,Flush - to pit latrine,No,Yes,No,No,"Earth, sand, dung",Sun-dried bricks,Iron sheets,3,No,No,Wood,Yes,Yes,Yes,No,No,No,No,No,No, ,Richer,-1000,Mainland rural,Authority,Yes,No,Paraffin-hurricane lamp,2,3,0
7,67,8,2,0,8,8,1,Dodoma,Rural,Countryside,1023,Public tap/standpipe,160,Pit latrine - without slab / open pit,No,Yes,No,No,Cement,OTHER,Iron sheets,3,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Richer,2000,Mainland rural,Authority,Yes,No,Paraffin-hurricane lamp,4,2,3
7,75,4,0,0,4,4,0,Dodoma,Rural,Countryside,1023,Public tap/standpipe,240,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",OTHER,Iron sheets,3,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Middle,-55000,Mainland rural,Authority,No,No,Paraffin-wick lamp,2,2,1
7,82,4,0,1,4,4,0,Dodoma,Rural,Countryside,1023,Public tap/standpipe,180,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Sun-dried bricks,Iron sheets,3,No,Yes,Wood,No,No,No,No,No,No,No,No,No,2,Middle,-46000,Mainland rural,Authority,No,No,Paraffin-wick lamp,2,3,1
7,98,4,0,0,4,4,1,Dodoma,Rural,Countryside,1023,Public tap/standpipe,120,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Sun-dried bricks,Iron sheets,2,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,2,Middle,-25000,Mainland rural,Private Operator,Yes,No,Paraffin-hurricane lamp,2,3,1
7,105,3,1,1,3,3,1,Dodoma,Rural,Countryside,1023,Cart with small tank,120,Pit latrine - without slab / open pit,No,Yes,No,No,Cement,Sun-dried bricks,Iron sheets,1,No,No,Charcoal,Yes,Yes,Yes,No,No,No,No,No,No, ,Richer,33000,Mainland rural, ,Yes,No,Paraffin-wick lamp,3,3,0
7,120,5,1,0,5,5,0,Dodoma,Rural,Countryside,1023,Public tap/standpipe,120,Pit latrine - without slab / open pit,No,Yes,No,No,Cement,Cement blocks,Iron sheets,2,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Richer,58000,Mainland rural,Private Operator,Yes,Yes,Paraffin-hurricane lamp,2,1,0
7,128,5,1,0,5,5,0,Dodoma,Rural,Countryside,1023,Public tap/standpipe,120,No facility/bush/field,No,Yes,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,2,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Richer,-16000,Mainland rural,Authority,Yes,No,Paraffin-hurricane lamp,2,2,3
7,136,4,1,0,4,3,1,Dodoma,Rural,Countryside,1023,Public tap/standpipe,45,Pit latrine - ventilated improved pit (VIP),No,Yes,No,No,Cement,Sun-dried bricks,Iron sheets,4,No,No,Charcoal,Yes,Yes,Yes,No,No,No,No,No,No, ,Richest,82000,Mainland rural,9,Yes,Yes,Paraffin-hurricane lamp,2,3,0
7,143,4,0,0,4,4,0,Dodoma,Rural,Countryside,1023,Cart with small tank,0,Flush - to pit latrine,Yes,Yes,No,No,Cement,Sun-dried bricks,Iron sheets,3,No,No,Charcoal,Yes,Yes,Yes,No,No,No,No,No,No, ,Richest,161000,Mainland rural, ,Yes,No,Electricity,2,3,0
